name,country,linked_to,link,jurisdiction,year,active,yr_active,gender,term
VALEN LIMITED,BHS,KORFI LIMITED,shareholder of,BVI,2007,1,4,NA,VALEN
VALEN LIMITED,BHS,KORFI LIMITED,shareholder of,BVI,2006,1,3,NA,VALEN
VALEN LIMITED,BHS,KORFI LIMITED,shareholder of,BVI,2005,1,2,NA,VALEN
VALEN LIMITED,BHS,KORFI LIMITED,shareholder of,BVI,2004,1,1,NA,VALEN
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2011,0,8,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2010,1,8,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2009,1,7,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2008,1,6,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2007,1,5,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2006,1,4,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2005,1,3,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2004,1,2,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,CASTEL CONSULTING GROUP LTD.,shareholder of,BVI,2003,1,1,male,LINARES
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2015,1,12,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2014,1,11,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2013,1,10,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2012,1,9,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2011,1,8,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2010,1,7,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2009,1,6,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2008,1,5,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2007,1,4,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2006,1,3,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2005,1,2,female,VARELA
NELLY ESTER OLVEIRA VARELA,URY,CALWICK FINANCIAL LIMITED,shareholder of,BVI,2004,1,1,female,VARELA
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2015,1,9,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2014,1,8,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2013,1,7,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2012,1,6,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2011,1,5,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2010,1,4,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2009,1,3,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2008,1,2,male,LINARES
CARLOS ANTONIO CAMINO LINARES,PER,BERKSHIRE FINANCIAL CORP.,shareholder of,BVI,2007,1,1,male,LINARES
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2010,0,7,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2009,1,7,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2008,1,6,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2007,1,5,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2006,1,4,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2005,1,3,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2004,1,2,male,ARBOLEDA
MAURICIO LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2003,1,1,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2010,0,7,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2009,1,7,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2008,1,6,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2007,1,5,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2006,1,4,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2005,1,3,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2004,1,2,male,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2003,1,1,male,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2010,0,7,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2009,1,7,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2008,1,6,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2007,1,5,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2006,1,4,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2005,1,3,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2004,1,2,female,ARBOLEDA
MONICA LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2003,1,1,female,ARBOLEDA
ANDRES LEYVA ARBOLEDA,COL,GLOBOTECH DISPLAYS CORP.,shareholder of,BVI,2015,1,1,male,ARBOLEDA
ROSINA ABADIA,PAN,DECKHALL CONSULTANTS LIMITED,shareholder of,BVI,2015,1,6,female,ABADIA
ROSINA ABADIA,PAN,DECKHALL CONSULTANTS LIMITED,shareholder of,BVI,2014,1,5,female,ABADIA
ROSINA ABADIA,PAN,DECKHALL CONSULTANTS LIMITED,shareholder of,BVI,2013,1,4,female,ABADIA
ROSINA ABADIA,PAN,DECKHALL CONSULTANTS LIMITED,shareholder of,BVI,2012,1,3,female,ABADIA
ROSINA ABADIA,PAN,DECKHALL CONSULTANTS LIMITED,shareholder of,BVI,2011,1,2,female,ABADIA
ROSINA ABADIA,PAN,DECKHALL CONSULTANTS LIMITED,shareholder of,BVI,2010,1,1,female,ABADIA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2015,0,12,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2014,1,12,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2013,1,11,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2012,1,10,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2011,1,9,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2010,1,8,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2009,1,7,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2008,1,6,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2007,1,5,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2006,1,4,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2005,1,3,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2004,1,2,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2003,1,1,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2015,0,12,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2014,1,12,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2013,1,11,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2012,1,10,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2011,1,9,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2010,1,8,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2009,1,7,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2008,1,6,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2007,1,5,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2006,1,4,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2005,1,3,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2004,1,2,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CRANOG LIMITED,shareholder of,BVI,2003,1,1,NA,SALAMANCA
ROOSEVELT AGUILERA,VEN,BLAYDON SERVICES LTD.,shareholder of,BVI,2015,1,4,male,AGUILERA
ROOSEVELT AGUILERA,VEN,BLAYDON SERVICES LTD.,shareholder of,BVI,2014,1,3,male,AGUILERA
ROOSEVELT AGUILERA,VEN,BLAYDON SERVICES LTD.,shareholder of,BVI,2013,1,2,male,AGUILERA
ROOSEVELT AGUILERA,VEN,BLAYDON SERVICES LTD.,shareholder of,BVI,2012,1,1,male,AGUILERA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2015,1,7,female,LOAIZA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2014,1,6,female,LOAIZA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2013,1,5,female,LOAIZA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2012,1,4,female,LOAIZA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2011,1,3,female,LOAIZA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2010,1,2,female,LOAIZA
MRS. LUZ  ANGELA LOAIZA DE GOMEZ,COL,EUROPETROLEUM ENERGY S.A.,shareholder of,BVI,2009,1,1,female,LOAIZA
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2015,1,13,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2014,1,12,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2013,1,11,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2012,1,10,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2011,1,9,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2010,1,8,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2009,1,7,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2008,1,6,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2007,1,5,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2006,1,4,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2005,1,3,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2004,1,2,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2003,1,1,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2015,1,8,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2014,1,7,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2013,1,6,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2012,1,5,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2011,1,4,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2010,1,3,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2009,1,2,NA,VALORES
"BIENES Y VALORES DE LA SIERRA, S.A.",ECU,ONWIN FINANCE LIMITED,shareholder of,BVI,2008,1,1,NA,VALORES
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2015,1,14,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2014,1,13,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2013,1,12,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2012,1,11,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2011,1,10,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2010,1,9,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2009,1,8,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2008,1,7,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2007,1,6,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2006,1,5,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2005,1,4,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2004,1,3,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2003,1,2,NA,BENITEZ
PABLINO BENITEZ,,MARINE TRADING GROUP LIMITED,shareholder of,BVI,2002,1,1,NA,BENITEZ
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2015,1,7,female,ESPINOSA
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2014,1,6,female,ESPINOSA
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2013,1,5,female,ESPINOSA
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2012,1,4,female,ESPINOSA
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2011,1,3,female,ESPINOSA
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2010,1,2,female,ESPINOSA
IRINA ABREGO DE ESPINOSA,PAN,SOUTHLAND SECURITIES INC.,shareholder of,BVI,2009,1,1,female,ESPINOSA
RAFAEL TRUJILLO LOVATON,,RASOL GROUP CORPORATION,shareholder of,PMA,2015,1,4,male,TRUJILLO
RAFAEL TRUJILLO LOVATON,,RASOL GROUP CORPORATION,shareholder of,PMA,2014,1,3,male,TRUJILLO
RAFAEL TRUJILLO LOVATON,,RASOL GROUP CORPORATION,shareholder of,PMA,2013,1,2,male,TRUJILLO
RAFAEL TRUJILLO LOVATON,,RASOL GROUP CORPORATION,shareholder of,PMA,2012,1,1,male,TRUJILLO
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2015,1,12,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2014,1,11,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2013,1,10,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2012,1,9,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2011,1,8,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2010,1,7,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2009,1,6,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2008,1,5,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2007,1,4,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2006,1,3,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2005,1,2,NA,VALEN
VALEN LIMITED,BHS,TROODOS TRADING LTD.,shareholder of,BVI,2004,1,1,NA,VALEN
GLORIA MARCIALES DE AGUILERA,URY,OURCORP SERVICES INC.,shareholder of,BVI,2015,1,6,female,AGUILERA
GLORIA MARCIALES DE AGUILERA,URY,OURCORP SERVICES INC.,shareholder of,BVI,2014,1,5,female,AGUILERA
GLORIA MARCIALES DE AGUILERA,URY,OURCORP SERVICES INC.,shareholder of,BVI,2013,1,4,female,AGUILERA
GLORIA MARCIALES DE AGUILERA,URY,OURCORP SERVICES INC.,shareholder of,BVI,2012,1,3,female,AGUILERA
GLORIA MARCIALES DE AGUILERA,URY,OURCORP SERVICES INC.,shareholder of,BVI,2011,1,2,female,AGUILERA
GLORIA MARCIALES DE AGUILERA,URY,OURCORP SERVICES INC.,shareholder of,BVI,2010,1,1,female,AGUILERA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2015,1,11,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2014,1,10,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2013,1,9,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2012,1,8,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2011,1,7,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2010,1,6,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2009,1,5,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2008,1,4,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2007,1,3,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2006,1,2,NA,SALAMANCA
SALAMANCA SECRETARIES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2005,1,1,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2015,1,11,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2014,1,10,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2013,1,9,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2012,1,8,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2011,1,7,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2010,1,6,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2009,1,5,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2008,1,4,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2007,1,3,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2006,1,2,NA,SALAMANCA
SALAMANCA NOMINEES (JERSEY) LIMITED,JEY,CLYO INTERNATIONAL LIMITED,shareholder of,BVI,2005,1,1,NA,SALAMANCA
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2015,1,13,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2014,1,12,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2013,1,11,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2012,1,10,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2011,1,9,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2010,1,8,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2009,1,7,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2008,1,6,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2007,1,5,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2006,1,4,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2005,1,3,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2004,1,2,male,LINARES
CARLOS ANTONIO CAMINO LINARES,,ALPEX EQUITIES ASSETS INC.,shareholder of,BVI,2003,1,1,male,LINARES
ELIGIO CEDENO,VEN,CEDEL INTERNATIONAL INVESTMENT LTD.,shareholder of,BVI,2007,0,4,male,CEDENO
ELIGIO CEDENO,VEN,CEDEL INTERNATIONAL INVESTMENT LTD.,shareholder of,BVI,2006,1,4,male,CEDENO
ELIGIO CEDENO,VEN,CEDEL INTERNATIONAL INVESTMENT LTD.,shareholder of,BVI,2005,1,3,male,CEDENO
ELIGIO CEDENO,VEN,CEDEL INTERNATIONAL INVESTMENT LTD.,shareholder of,BVI,2004,1,2,male,CEDENO
ELIGIO CEDENO,VEN,CEDEL INTERNATIONAL INVESTMENT LTD.,shareholder of,BVI,2003,1,1,male,CEDENO
SANTOS LUIS CEDENO,VEN,CEDEL INTERNATIONAL INVESTMENT LTD.,shareholder of,BVI,2011,0,4,female,CEDENO
