name,country,linked_to,link,jurisdiction,year,active,yr_active,gender,term
AVILA - FERNANDO A,USA,"Delta Centro Operating Company, Ltd.",president of,BM,2010,1,2,male,AVILA
AVILA - FERNANDO A,USA,"Delta Centro Operating Company, Ltd.",president of,BM,2009,1,1,male,AVILA
VALLEJO - FRANCES MARIE,USA,"Delta Centro Operating Company, Ltd.",treasurer of,BM,2011,0,3,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,"Delta Centro Operating Company, Ltd.",treasurer of,BM,2010,1,3,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,"Delta Centro Operating Company, Ltd.",treasurer of,BM,2009,1,2,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,"Delta Centro Operating Company, Ltd.",treasurer of,BM,2008,1,1,female,VALLEJO
OROZCO - SUZANNE M,,"Milestone Insurance Co., Ltd.",director of,BM,2014,1,1,female,OROZCO
AGUILAR - LUIS A.,USA,INVESCO Global Asset Management (Bermuda) Ltd.,chairman of,BM,2001,0,1,male,AGUILAR
AGUILAR - LUIS A.,USA,INVESCO Global Asset Management (Bermuda) Ltd.,chairman of,BM,2000,1,1,male,AGUILAR
AGUILAR - LUIS A.,USA,INVESCO Global Asset Management (Bermuda) Ltd.,director of,BM,2001,0,1,male,AGUILAR
AGUILAR - LUIS A.,USA,INVESCO Global Asset Management (Bermuda) Ltd.,director of,BM,2000,1,1,male,AGUILAR
PACHECO - MARIA,BMU;GBR,SunArise Insurance Company Ltd.,secretary of,BM,2007,0,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,SunArise Insurance Company Ltd.,secretary of,BM,2006,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,SunArise Insurance Company Ltd.,secretary of,BM,2005,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,SunArise Insurance Company Ltd.,secretary of,BM,2004,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,SunArise Insurance Company Ltd.,secretary of,BM,2003,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,SunArise Insurance Company Ltd.,secretary of,BM,2002,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,SwissRe Finance (Bermuda) Ltd.,secretary of,BM,2009,0,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,SwissRe Finance (Bermuda) Ltd.,secretary of,BM,2008,1,1,female,PACHECO
TRUJILLO - STEPHEN,USA,"UNOCAL LATIN AMERICA VENTURES, LTD.",vice-president of,BM,2000,0,1,male,TRUJILLO
TRUJILLO - STEPHEN,USA,"UNOCAL LATIN AMERICA VENTURES, LTD.",vice-president of,BM,1999,1,1,male,TRUJILLO
PACHECO - MARIA,BMU;GBR,White Rock Insurance (Americas) Ltd.,secretary of,BM,2008,0,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,White Rock Insurance (Americas) Ltd.,secretary of,BM,2007,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,White Rock Insurance (Americas) Ltd.,secretary of,BM,2006,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,White Rock Insurance (Americas) Ltd.,secretary of,BM,2005,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,White Rock Insurance (Americas) Ltd.,secretary of,BM,2004,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,White Rock Insurance (Americas) Ltd.,secretary of,BM,2003,1,1,female,PACHECO
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2009,0,9,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2008,1,9,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2007,1,8,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2006,1,7,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2005,1,6,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2004,1,5,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2003,1,4,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2002,1,3,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2001,1,2,male,MONTOYA
MONTOYA - CARLOS ENRIQUE,PER,Latin Pacific Capital Limited,director of,BM,2000,1,1,male,MONTOYA
MACEDO - CARLOS E. MONTOYA,PER,Latin Pacific Capital Limited,director of,BM,2000,0,5,male,MONTOYA
MACEDO - CARLOS E. MONTOYA,PER,Latin Pacific Capital Limited,director of,BM,1999,1,5,male,MONTOYA
MACEDO - CARLOS E. MONTOYA,PER,Latin Pacific Capital Limited,director of,BM,1998,1,4,male,MONTOYA
MACEDO - CARLOS E. MONTOYA,PER,Latin Pacific Capital Limited,director of,BM,1997,1,3,male,MONTOYA
MACEDO - CARLOS E. MONTOYA,PER,Latin Pacific Capital Limited,director of,BM,1996,1,2,male,MONTOYA
MACEDO - CARLOS E. MONTOYA,PER,Latin Pacific Capital Limited,director of,BM,1995,1,1,male,MONTOYA
PACHECO - MARIA,BMU;GBR,SwissRe Investments (Bermuda) Ltd.,secretary of,BM,2010,0,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,SwissRe Investments (Bermuda) Ltd.,secretary of,BM,2009,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,SwissRe Investments (Bermuda) Ltd.,secretary of,BM,2008,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,DCH Insurance Company Limited,secretary of,BM,1999,0,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,DCH Insurance Company Limited,secretary of,BM,1998,1,1,female,PACHECO
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2014,1,20,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2013,1,19,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2012,1,18,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2011,1,17,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2010,1,16,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2009,1,15,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2008,1,14,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2007,1,13,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2006,1,12,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2005,1,11,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2004,1,10,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2003,1,9,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2002,1,8,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2001,1,7,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,2000,1,6,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,1999,1,5,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,1998,1,4,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,1997,1,3,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,1996,1,2,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,chairman of the board of,BM,1995,1,1,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2014,1,20,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2013,1,19,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2012,1,18,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2011,1,17,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2010,1,16,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2009,1,15,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2008,1,14,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2007,1,13,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2006,1,12,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2005,1,11,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2004,1,10,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2003,1,9,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2002,1,8,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2001,1,7,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,2000,1,6,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,1999,1,5,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,1998,1,4,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,1997,1,3,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,1996,1,2,male,VELEZ
PANGILINAN - MANUEL VELEZ,HKG;PHL,Tech Pacific International Limited,director of,BM,1995,1,1,male,VELEZ
PACHECO - MARIA,BMU;GBR,"The Great Southeast Insurance Company, Ltd.",secretary of,BM,2001,0,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,"The Great Southeast Insurance Company, Ltd.",secretary of,BM,2000,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,Consolidated Resources Insurance Group Ltd.,secretary of,BM,2000,0,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,Consolidated Resources Insurance Group Ltd.,secretary of,BM,1999,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,GAI (Bermuda) Ltd.,secretary of,BM,2003,0,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,GAI (Bermuda) Ltd.,secretary of,BM,2002,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,GAI (Bermuda) Ltd.,secretary of,BM,2001,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,GAI (Bermuda) Ltd.,secretary of,BM,2000,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,GAI (Bermuda) Ltd.,secretary of,BM,1999,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,GAI (Bermuda) Ltd.,secretary of,BM,1998,1,1,female,PACHECO
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2014,1,9,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2013,1,8,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2012,1,7,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2011,1,6,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2010,1,5,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2009,1,4,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2008,1,3,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2007,1,2,male,AVILA
AVILA - FERNANDO A,USA,Burlington Resources Peru Limited,vice-president of,BM,2006,1,1,male,AVILA
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2014,1,7,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2013,1,6,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2012,1,5,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2011,1,4,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2010,1,3,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2009,1,2,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,treasurer of,BM,2008,1,1,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2014,1,7,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2013,1,6,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2012,1,5,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2011,1,4,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2010,1,3,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2009,1,2,female,VALLEJO
VALLEJO - FRANCES MARIE,USA,Burlington Resources Peru Limited,vice-president of,BM,2008,1,1,female,VALLEJO
TRUJILLO - STEPHEN,USA,"Unocal Geothermal Ventures, Ltd.",vice-president of,BM,2000,0,0,male,TRUJILLO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2011,0,9,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2010,1,9,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2009,1,8,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2008,1,7,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2007,1,6,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2006,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2005,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2004,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2003,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,PHICO Re Ltd.,secretary of,BM,2002,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,Unity Limited,secretary of,BM,2005,0,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,Unity Limited,secretary of,BM,2004,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,Unity Limited,secretary of,BM,2003,1,1,female,PACHECO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",director of,BM,2014,0,3,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",director of,BM,2013,1,3,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",director of,BM,2012,1,2,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",director of,BM,2011,1,1,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",vice-president of,BM,2014,0,3,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",vice-president of,BM,2013,1,3,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",vice-president of,BM,2012,1,2,male,LINDO
LINDO - ERNEST DAVID,BMU;GBR;USA,"Solaris Indemnity, Ltd.",vice-president of,BM,2011,1,1,male,LINDO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2012,0,13,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2011,1,13,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2010,1,12,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2009,1,11,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2008,1,10,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2007,1,9,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2006,1,8,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2005,1,7,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2004,1,6,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2003,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2002,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2001,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,2000,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Ono Insurance Company, Ltd.",secretary of,BM,1999,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2008,0,6,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2007,1,6,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2006,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2005,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2004,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2003,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,ASM Pacific (Bermuda) Limited,secretary of,BM,2002,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2008,0,10,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2007,1,10,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2006,1,9,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2005,1,8,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2004,1,7,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2003,1,6,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2002,1,5,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2001,1,4,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,2000,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,1999,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,"CONSOLIDATED AMERICAN RENTAL INSURANCE CO., LTD.",secretary of,BM,1998,1,1,female,PACHECO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,treasurer of,BM,2004,0,4,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,treasurer of,BM,2003,1,4,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,treasurer of,BM,2002,1,3,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,treasurer of,BM,2001,1,2,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,treasurer of,BM,2000,1,1,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2011,0,8,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2010,1,8,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2009,1,7,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2008,1,6,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2007,1,5,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2006,1,4,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2005,1,3,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2004,1,2,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,director of,BM,2003,1,1,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2011,0,7,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2010,1,7,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2009,1,6,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2008,1,5,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2007,1,4,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2006,1,3,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2005,1,2,NA,OCTAVIO
DE MELLO JUNIOR - LUIZ OCTAVIO DE MORIN PARENTE,BRA,Bear Insurance Company Ltd.,vice-president of,BM,2004,1,1,NA,OCTAVIO
CASTRO - MARIBETH CABALLERO,PHL,EHC Ltd.,director of,BM,2014,1,5,NA,CABALLERO
CASTRO - MARIBETH CABALLERO,PHL,EHC Ltd.,director of,BM,2013,1,4,NA,CABALLERO
CASTRO - MARIBETH CABALLERO,PHL,EHC Ltd.,director of,BM,2012,1,3,NA,CABALLERO
CASTRO - MARIBETH CABALLERO,PHL,EHC Ltd.,director of,BM,2011,1,2,NA,CABALLERO
CASTRO - MARIBETH CABALLERO,PHL,EHC Ltd.,director of,BM,2010,1,1,NA,CABALLERO
SEPULVEDA - ALBERTO,MEX,"Principal Reinsurance Company, Ltd.",director of,BM,2014,1,1,male,SEPULVEDA
SEPULVEDA - ALBERTO,MEX,"Principal Reinsurance Company, Ltd.",vice-president of,BM,2014,1,1,male,SEPULVEDA
PACHECO - MARIA,BMU;GBR,"Principal Reinsurance Company, Ltd.",secretary of,BM,2008,0,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,"Principal Reinsurance Company, Ltd.",secretary of,BM,2007,1,1,female,PACHECO
PACHECO - MARIA,BMU;GBR,Noah Insurance Company Ltd.,secretary of,BM,2002,0,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,Noah Insurance Company Ltd.,secretary of,BM,2001,1,3,female,PACHECO
PACHECO - MARIA,BMU;GBR,Noah Insurance Company Ltd.,secretary of,BM,2000,1,2,female,PACHECO
PACHECO - MARIA,BMU;GBR,Noah Insurance Company Ltd.,secretary of,BM,1999,1,1,female,PACHECO
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2014,1,7,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2013,1,6,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2012,1,5,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2011,1,4,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2010,1,3,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2009,1,2,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,director of,BM,2008,1,1,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,vice-president of,BM,2014,1,7,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,vice-president of,BM,2013,1,6,male,RINCON
RICCI RINCON - OSCAR ANTONIO,VEN,COMMUNICATION NETWORKS HOLDINGS LTD.,vice-president of,BM,2012,1,5,male,RINCON
