"node_id","name","original_name","former_name","jurisdiction","jurisdiction_description","company_type","address","internal_id","incorporation_date","inactivation_date","struck_off_date","dorm_date","status","service_provider","ibcRUC","country_codes","countries","sourceID","valid_until","note","term"
10067562,"SANTACRUZ INTERNATIONAL COMPANY INC.","SANTACRUZ INTERNATIONAL COMPANY INC.","","BVI","British Virgin Islands","","UNION BANCAIRE PRIVEE UBP RUE DU RHONE 96-98  1204, GENEVA SWITZERLAND",516316,"03-JAN-1996","23-FEB-2007","31-OCT-2007","","Defaulted","Mossack Fonseca","171411","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","SANTACRUZ"
218096,"SANTACRUZ UNIVERSAL LIMITED","","","XXX","Undetermined","Standard Company under IBC Act","Arosemena, Noriega & Contreras Edificio Banco Do Brasil Calle El Vira Mendez Apartado 0816-01560, Zona 5 Panama Republic of Panama RT BVI",NA,"11-OCT-1999","","","","Transferred OUT","Commonwealth Trust Limited","347549","XXX;PAN","Not identified;Panama","Offshore Leaks","The Offshore Leaks data is current through 2010","","SANTACRUZ"
10085043,"HERRERA LIMITED","HERRERA LIMITED","","BVI","British Virgin Islands","","HERRERA LIMITED C/O IVAN TANG & CO. ROOM 1801; 18TH FLOOR PARK-IN COMMERCIAL CENTRE NO. 56 DUNDAAS STREET; MONGKOK KOWLOON; HONG KONG",536504,"18-APR-2000","01-NOV-2002","31-OCT-2002","","Defaulted","Mossack Fonseca","383483","HKG","Hong Kong","Panama Papers","The Panama Papers data is current through 2015","","HERRERA"
20067472,"HERRERA INTERNATIONAL LTD.","HERRERA INTERNATIONAL LTD.","","BAH","Bahamas","","",67472,"21-OCT-1997","","31-DEC-1998","","","","67472B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","HERRERA"
85020967,"EXPORTACIONES HERRERA A.V.V.","","","AW","Aruba","","",NA,"17-OCT-1996","","29-DEC-2006","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","HERRERA"
85035901,"FUNDACION INSTITUTO FORMACION POLITICO DIGNA LACLE-HERRERA","","","AW","Aruba","","",NA,"04-APR-2006","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","HERRERA"
100301390,"HERRERA FURNITURE LIMITED","","","BRB","Barbados","","",NA,"02-APR-1973","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","HERRERA"
200142284,"HERRERA PARTNERS INC.","","","KNA","Saint Kitts and Nevis","","",NA,"23-AUG-2013","","","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","HERRERA"
200506387,"HERRERA ENTERPRISES, LLC","","","KNA","Saint Kitts and Nevis","","",NA,"08-JUL-2004","","01-AUG-2006","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","HERRERA"
55051407,"HERRERA MARITIME SECURITY LTD","","","MLT","Malta","","",NA,"10-MAY-2012","","","","","","C56264","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","HERRERA"
55059764,"HERRERA HOLDINGS LIMITED","","","MLT","Malta","","",NA,"07-FEB-2014","","","","","","C63786","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","HERRERA"
55059767,"HERRERA MANAGEMENT LIMITED","","","MLT","Malta","","",NA,"07-FEB-2014","","","","","","C63789","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","HERRERA"
240554178,"E & A HERRERA REVOCABLE TRUST","","","USA","Florida","","",NA,"02-APR-2018","","","","","","","","","Pandora Papers - CILTrust International","Provider data is current through 1970","","HERRERA"
10002947,"VALENCIA EQUITIES S.A.","VALENCIA EQUITIES S.A.","","SAM","Samoa","","MOSSACK FONSECA & CO. MOSSFON BUILDING CALLE 54 ESTE PANAMA, REPUBLICA DE PANAMA",1003117,"03-JAN-2008","","15-FEB-2010","","Shelf company","Mossack Fonseca","35748","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10011931,"VALENCIA EQUITIES S.A.","VALENCIA EQUITIES S.A.","","PMA","Panama","","MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**",18922,"28-DEC-1999","04-APR-2003","28-MAR-2001","","Defaulted","Mossack Fonseca","56","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10017399,"VALENCIA EQUITIES S.A.","VALENCIA EQUITIES S.A.","","SEY","Seychelles","","BOND & COMPANY 35 BARRACK ROAD BELIZE CITY BELIZE  *S.I.*",205733,"06-SEP-2006","13-MAR-2008","31-DEC-2008","","Defaulted","Mossack Fonseca","030700","BLZ","Belize","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10039833,"VALENCIA HOLDINGS OVERSEAS CORP.","VALENCIA HOLDINGS OVERSEAS CORP.","","PMA","Panama","","LIC. GEORGE T. ARENDRUP BOULEVARD HELVETIQUE, 36 1207 GENEVE SWITZERLAND *S.I.*",31390,"30-MAY-2005","13-NOV-2014","15-JUL-2016","","Dissolved","Mossack Fonseca","60","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10039834,"VALENCIA HOLDINGS, LTD.","VALENCIA HOLDINGS, LTD.","","NIUE","Niue","","APPLEBY TRUST (JERSEY) LIMITED  P.O. BOX 207 13-14 ESPLANADE ST. HELIER, JERSEY JE1 1BD CHANNEL ISLANDS **S.I.**",303701,"18-DEC-1998","10-FEB-2003","18-AUG-2000","","Bad debt account","Mossack Fonseca","003652","JEY","Jersey","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10042395,"VALENCIA TEAM, S.A.","VALENCIA TEAM, S.A.","","PMA","Panama","","GRUPO LEGAL CONSULTIVO LEGAL-GROUP . VALENCIA TEAM; S.A. URB. CHUAO; CALLE LA GUAIRITA  EDF. LOS FRAILES; PISO 5; OFC. 503 CARACAS 1061 ¿ VENEZUELA",31564,"02-JUN-2005","","","","Active","Mossack Fonseca","17","VEN","Venezuela","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10042510,"VALENCIA OVERSEAS INC.","VALENCIA OVERSEAS INC.","","PMA","Panama","","HSBC PRIVATE BANK (MONACO) S.A. 17; AVENUE D'OSTENDE 98000; MONTE CARLO MONACO",31552,"06-JUN-2005","24-FEB-2010","15-JUL-2012","","Defaulted","Mossack Fonseca","91","MCO","Monaco","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10046154,"VALENCIA MARKETING S.A.","VALENCIA MARKETING S.A.","","PMA","Panama","","UNICREDIT LUXEMBOURG SA 8-10, RUE JEAN MONNET L-2180 LUXEMBOURG  LUXEMBOURG",31919,"17-JUN-2005","19-JAN-2011","15-JUL-2012","","Dissolved","Mossack Fonseca","8","LUX","Luxembourg","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10052676,"VALENCIA CAPITAL S.A.","VALENCIA CAPITAL S.A.","","PMA","Panama","","HMS - ASSESSORIA E CONSULTORIA EMPRESARIAL AV. ANTONIO GAZZOLA; 1001; 2ºANDAR; SALAS 1A; 2A; 3A; CEP: 13301-245; ITU; SP; BRAZIL",44131,"02-AUG-2007","18-JAN-2010","15-JAN-2010","","Defaulted","Mossack Fonseca","12","BRA","Brazil","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10057307,"NUEVA VALENCIA S.A.","NUEVA VALENCIA S.A.","","PMA","Panama","","DIETER KELLER P.O. BOX 144135 CORAL GABLES, FLORIDA  33114-4135",4866,"19-DEC-1984","","","","Active","Mossack Fonseca","62","USA","United States","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10069502,"VALENCIA OVERSEAS LIMITED","VALENCIA OVERSEAS LIMITED","","BVI","British Virgin Islands","","CAPITAL CORPORATE SERVICES LIMITED UNIT F; 7 FLOOR; CNT TOWER 338 HENNESSY ROAD WANCHAI; HONG KONG",516355,"08-JAN-1996","01-NOV-2002","31-OCT-2002","","Defaulted","Mossack Fonseca","171869","HKG","Hong Kong","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10087119,"VALENCIA MARKETING S.A.","VALENCIA MARKETING S.A.","","BVI","British Virgin Islands","","MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*",536110,"27-MAR-2000","01-NOV-2002","31-OCT-2002","","Defaulted","Mossack Fonseca","378330","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10106152,"VALENCIA WORLD S.A.","VALENCIA WORLD S.A.","","BVI","British Virgin Islands","","MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**",564980,"07-OCT-2004","06-MAY-2014","30-APR-2012","","Defaulted","Mossack Fonseca","618115","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10106442,"VALENCIA EQUITIES S.A.","VALENCIA EQUITIES S.A.","","BVI","British Virgin Islands","","MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**",565929,"15-NOV-2004","04-MAY-2015","30-APR-2015","","Defaulted","Mossack Fonseca","624473","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10114841,"VALENCIA EQUITIES ENTERPRISES CORP.","VALENCIA EQUITIES ENTERPRISES CORP.","","BVI","British Virgin Islands","","HSBC PRIVATE BANK (SUISSE) S.A. QUAI GENERAL GUISAN; 2 CP 3580 GENEVE 1211; GENEVA SWITZERLAND",566899,"24-DEC-2004","05-OCT-2005","30-APR-2007","","Dissolved","Mossack Fonseca","631946","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10120537,"VALENCIA HOLDINGS CAPITAL INC.","VALENCIA HOLDINGS CAPITAL INC.","","BVI","British Virgin Islands","","EURO-CARIBBEAN MANAGEMENT SERVICES LIMITED 2ND FLOOR; INTERNATIONAL BAZAAR BAY STREET  P.O.BOX N-1612 NASSAU; BAHAMAS",583190,"02-JAN-2007","30-JUL-2010","31-OCT-2011","","Dissolved","Mossack Fonseca","","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10123131,"VALENCIA FINANCIAL ENTERPRISES LIMITED","Valencia Financial Enterprises Limited","","BVI","British Virgin Islands","","BTT FIDUCIARY SERVICES (SUISSE) S.A. COURS DE RIVE 6 PO BOX 3603 GENEVE 1211, GENEVA SWITZERLAND",587583,"12-JUN-2007","04-JUN-2008","31-OCT-2009","","Changed agent","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10128183,"VALENCIA TECHNOLOGY S.A.","VALENCIA TECHNOLOGY S.A.","","BVI","British Virgin Islands","","RICHARD CHARBIT P.O. BOX 1480 NEW YORK, NEW YORK   10021",584669,"14-FEB-2007","04-MAR-2015","31-OCT-2015","","Resigned as agent","Mossack Fonseca","","USA","United States","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10129309,"VALENCIA CAPITAL LTD.","Valencia Capital Ltd.","","BVI","British Virgin Islands","","MOSSACK FONSECA & CO. (SINGAPORE) PTE LTD.  19 KEPPEL ROAD #03-05, 3RD STOREY JIT POH BUILDING SINGAPORE 089058 REPUBLIC OF SINGAPORE *S.I.*",590485,"23-OCT-2007","03-MAY-2010","30-APR-2010","","Defaulted","Mossack Fonseca","","SGP","Singapore","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10141711,"6197 CALLE VALENCIA LIMITED","6197 Calle Valencia Limited","","BVI","British Virgin Islands","","CHATEAU FIDUCIAIRE S.A. RUE DU RHONE 60 CASE POSTALE 3093 1211 GENEVE 3 GENEVE *S.I.*, GENEVA SWITZERLAND",6015661,"25-SEP-2009","02-JUN-2014","30-APR-2015","","Changed agent","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10162364,"VALENCIA GLOBAL S.A.","VALENCIA GLOBAL S.A.","","PMA","Panama","","HOSLYND CORP. S.A DR. LUIS BONAVITA 1294 UNIDAD 2207 WORLD TRADE CENTER  RUC: 21.473 836.0018 MONTEVIDEO URUGUAY",68156,"01-AUG-2012","","","","Active","Mossack Fonseca","88","URY","Uruguay","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10188157,"VALENCIA EQUITIES LTD.","VALENCIA EQUITIES LTD.","","NEV","Nevada","","VALENCIA EQUITIES LTD. AV. JUAN TANCA MARENGO Y J. ORRANTIA; C.C MALL DEL SOL TORRES DEL MALL - TORRE A - PISO 5; OFIC. # 504 - 509 GUAYAQUIL; ECUADOR *S.I.*",121449,"08-APR-2009","","","","Active","Mossack Fonseca","E0200562009-1","ECU","Ecuador","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
10199130,"L'VALENCIA LIMITED","L'VALENCIA LIMITED","","BVI","British Virgin Islands","","ESIN HOLDINGS LTD. C/O P.O. BOX 44DOREY COURT; ADMIRAL PARKPETER PORT; GUERNSEY GY1 3BGCHANNEL ISLANDS ST. PETER PORT UNITED KINGDOM",533025,"23-SEP-1999","11-NOV-2011","30-APR-2011","","Inactivated","Mossack Fonseca","344949","GGY","Guernsey","Panama Papers","The Panama Papers data is current through 2015","","VALENCIA"
226354,"VALENCIA LOGISTICS S.A.","","","XXX","Undetermined","Standard Company under IBC Act","International Offshore Services Group 42 Chelmsford Road Dublin 6 Ireland RT BVI",NA,"02-DEC-2005","","","","Active","Commonwealth Trust Limited","687480","VGB;IRL","British Virgin Islands;Ireland","Offshore Leaks","The Offshore Leaks data is current through 2010","","VALENCIA"
142440,"VALENCIA ASSETS GROUP LTD","","","BVI","British Virgin Islands","Standard International Company","Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",NA,"09-JUL-2004","","","","Active","Portcullis Trustnet","605598","VGB","British Virgin Islands","Offshore Leaks","The Offshore Leaks data is current through 2010","","VALENCIA"
182590,"IRENE VALENCIA GOUTAMA","","","XXX","Undetermined","Client Sundry Account","",NA,"","","","","","Portcullis Trustnet","","XXX","Not identified","Offshore Leaks","The Offshore Leaks data is current through 2010","This is not an offshore entity even though it was logged as such in original database ICIJ received. It isi an internal account created by the agent to record miscellaneous charges of an officer or intermediary","VALENCIA"
20001267,"VALENCIA HOLDINGS LTD","VALENCIA HOLDINGS LTD","","BAH","Bahamas","","",1267,"05-JUL-1990","","18-OCT-1991","","","","1267B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20040166,"VALENCIA SERVICES LIMITED","VALENCIA SERVICES LIMITED","","BAH","Bahamas","","",40166,"18-JAN-1996","","01-JAN-1998","","","","40166B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20058162,"VALENCIA FOOD TRADE LIMITED","VALENCIA FOOD TRADE LIMITED","","BAH","Bahamas","","",58162,"21-MAY-1997","","01-JAN-2000","","","","58162B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20049344,"VALENCIA MANAGEMENT LTD.","VALENCIA MANAGEMENT LTD.","","BAH","Bahamas","","",49344,"24-OCT-1996","","01-JAN-2000","","","","49344B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20069336,"PADRE VALENCIA (BAHAMAS) LIMITED","PADRE VALENCIA (BAHAMAS) LIMITED","","BAH","Bahamas","","",69336,"08-DEC-1997","","31-DEC-1998","","","","69336B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20083602,"VALENCIA ENTERPRISES INC","VALENCIA ENTERPRISES INC","","BAH","Bahamas","","",83602,"18-NOV-1998","","","","","","83602B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20113926,"ALEGRIA VALENCIA LTD.","ALEGRIA VALENCIA LTD.","","BAH","Bahamas","","",113926,"14-SEP-2000","","31-AUG-2002","","","","113926B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20108207,"VALENCIA BUSINESS CORP.","VALENCIA BUSINESS CORP.","","BAH","Bahamas","","",108207,"19-APR-2000","","31-AUG-2002","","","","108207B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20173540,"VALENCIA INVEST INC.","VALENCIA INVEST INC.","","BAH","Bahamas","","",173540,"17-MAR-2015","","","","","","173540B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
20109557,"VALENCIA INTERNATIONAL INC.","VALENCIA INTERNATIONAL INC.","","BAH","Bahamas","","",109557,"24-MAY-2000","","","","","","109557B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALENCIA"
85009488,"VALENCIA SIMMONS BEAUTY SUPPLIES","","","AW","Aruba","","",NA,"01-MAR-1990","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","VALENCIA"
85000419,"VALENCIA BAZAAR","","","AW","Aruba","","",NA,"23-APR-1973","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","VALENCIA"
85032498,"VALENCIA INVESTMENTS A.V.V.","","","AW","Aruba","","",NA,"17-MAR-2004","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","VALENCIA"
30010786,"CAFE VALENCIA LIMITED","","","BAH","Bahamas","Regular (Local) Company","",NA,"10-FEB-1967","","","","","","","BHS","Bahamas","Paradise Papers - Bahamas corporate registry","Bahamas corporate registry data is current through 2016","","VALENCIA"
100337788,"VALENCIA LIMITED","","","BRB","Barbados","","",NA,"06-JAN-2014","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","VALENCIA"
101739806,"VALENCIA VENTURES HOLDINGS LTD.","","","BRB","Barbados","","",NA,"03-SEP-2015","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","VALENCIA"
101739857,"VALENCIA BUSINESS GROUP CORP.","","","BRB","Barbados","","",NA,"17-SEP-2015","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","VALENCIA"
200113271,"VALENCIA, INC.","","","KNA","Saint Kitts and Nevis","","",NA,"11-MAR-1999","","01-APR-2009","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALENCIA"
200117037,"VALENCIA HOLDINGS LTD","","","KNA","Saint Kitts and Nevis","","",NA,"25-APR-2000","","04-AUG-2004","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALENCIA"
200502453,"VALENCIA TRUST, LLC","","","KNA","Saint Kitts and Nevis","","",NA,"08-MAR-2000","","03-APR-2006","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALENCIA"
200513596,"VALENCIA INVESTMENTS LLC","","","KNA","Saint Kitts and Nevis","","",NA,"13-DEC-2011","","","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALENCIA"
200801936,"VALENCIA FINANCIA","","","KNA","Saint Kitts and Nevis","","",NA,"02-NOV-1999","","31-JUL-2002","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALENCIA"
200803164,"THE VALENCIA TRUST","","","KNA","Saint Kitts and Nevis","","",NA,"19-AUG-2004","","31-JAN-2012","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALENCIA"
55016089,"VALENCIA TRADING LIMITED","","","MLT","Malta","","",NA,"28-APR-1999","","","","","","C24478","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","VALENCIA"
215652,"TRUJILLO HOLDINGS LLC","","","XXX","Undetermined","Nevis - Limited Liability Company","Corporate Research LLC 119 East Court Street Cincinnati, OH 45202 USA RT BVI",NA,"02-NOV-2005","","","01-DEC-2009","Dead","Commonwealth Trust Limited","L7542","KNA;USA","Saint Kitts and Nevis;United States","Offshore Leaks","The Offshore Leaks data is current through 2010","","TRUJILLO"
20086213,"TRUJILLO INVESTMENTS CORP.","TRUJILLO INVESTMENTS CORP.","","BAH","Bahamas","","",86213,"01-FEB-1999","","","","","","86213B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","TRUJILLO"
200507542,"TRUJILLO HOLDINGS LLC","","","KNA","Saint Kitts and Nevis","","",NA,"02-NOV-2005","","01-DEC-2009","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","TRUJILLO"
10020298,"VALLE VIDAL LLC","VALLE VIDAL LLC","","SEY","Seychelles","","MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*",207572,"03-MAY-2007","27-NOV-2008","31-DEC-2009","","Changed agent","Mossack Fonseca","036751","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10021668,"VALLE CAPITAL LTD.","VALLE CAPITAL LTD.","","SEY","Seychelles","","KV ASSOCIATES S.A. 8, BOULEVARD ROYAL  L-2449 LUXEMBOURG",205382,"26-JUL-2006","03-JAN-2012","31-DEC-2011","","Resigned as agent","Mossack Fonseca","029767","LUX","Luxembourg","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10050127,"EL VALLE EQUITIES INC.","EL VALLE EQUITIES INC.","","PMA","Panama","","SOCIÉTÉ EUROPÉENNE DE BANQUE (SEB) 19-21, BOULEVARD DU PRINCE HENRI  L-1724 LUXEMBOURG",44577,"07-SEP-2007","26-JUL-2011","15-JAN-2013","","Dissolved","Mossack Fonseca","26","LUX","Luxembourg","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10051351,"VALLE ESCONDIDO #134 S.A.","VALLE ESCONDIDO #134 S.A.","","PMA","Panama","","LIC. CHRISTOPH ZOLLINGER MOSSACK FONSECA & CO. EDIF. ARANGO-ORILLAC; 2DO PISO  CALLE 54 ESTE; BELLA VISTA; PANAMA; REPUBLICA DE PANAMA.",39547,"19-SEP-2006","12-OCT-2011","15-JAN-2013","","Changed agent","Mossack Fonseca","17","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10052598,"HACIENDA VALLE VERDE S.A.","HACIENDA VALLE VERDE S.A.","","PMA","Panama","","LIC. ANDRE ZOLTY 8C; AVENUE DE CHAMPEL  1206; GENEVA SWITZERLAND",48654,"27-MAY-2008","16-JUL-2013","15-JUL-2013","","Defaulted","Mossack Fonseca","6","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10093945,"VALLE FRESCO INVESTMENT HOLDINGS LIMITED","VALLE FRESCO INVESTMENT HOLDINGS LIMITED","","BVI","British Virgin Islands","","PO BOX 44 DOREY COURT ADMIRAL PARK, GY1 3BG ST. PETER PORT UNITED KINGDOM",541728,"01-MAR-2001","09-SEP-2005","31-OCT-2005","","Defaulted","Mossack Fonseca","434542","GBR","United Kingdom","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10106764,"VALLE STAR INTERNATIONAL LTD.","VALLE STAR INTERNATIONAL LTD.","","BVI","British Virgin Islands","","OFFSHORER BUSINESS SERVICES (HK) LTD. UNIT 826; 8/F OCEAN CENTRE; HARBOUR CITY; 5 CANTON ROAD; TST KOWLOON; HONG KONG",563315,"13-JUL-2004","08-APR-2008","30-APR-2009","","Dissolved","Mossack Fonseca","606046","HKG","Hong Kong","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10159096,"FUNDACION VALLE AZUL","FUNDACION VALLE AZUL","","PMA","Panama","","DRESDNER BANK LATEINAMERIKA AG APARTADO POSTAL 0816-05400 PANAMA, REPUBLICA DE PANAMA *S.I.*",700175,"10-MAY-1999","12-SEP-2005","15-JUL-2007","","Changed agent","Mossack Fonseca","78","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10160103,"CONSTRUCTORA INTERNACIONAL EL VALLE S.A.","CONSTRUCTORA INTERNACIONAL EL VALLE S.A.","","PMA","Panama","","CONSTRUCTORA INT. EL VALLE; S.A. CLAYTON; CALLE HILL LOOP; CASA 917ª PANAMA PANAMA",67924,"13-JUL-2012","","","","Active","Mossack Fonseca","97","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10162603,"FUNDACION SANTO VALLE","FUNDACION SANTO VALLE","","PMA","Panama","","PROBUS  COMPAGNIE S.A. CASE  POSTALE 1988 1211 GENEVE 1  SWITZERLAND *S.I.*",701447,"21-JUN-2005","25-MAR-2013","15-JUL-2014","","Dissolved","Mossack Fonseca","83","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10164506,"DESARROLLOS INMOBILIARIOS EL VALLE, S.A.","Desarrollos Inmobiliarios El Valle, S.A.","","PMA","Panama","","CONSTRUCTORA INT. EL VALLE; S.A. CLAYTON; CALLE HILL LOOP; CASA 917ª PANAMA PANAMA",73439,"14-NOV-2013","","","","Active","Mossack Fonseca","57","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10166993,"VALLE TRANQUILO S.A.","VALLE TRANQUILO S.A.","","PMA","Panama","","MARIA DE LOURDES FABREGA DE WARD APARTADO 0819-03547 PANAMA, REPUBLICA DE PANAMA",63821,"12-FEB-2009","","","","Active","Mossack Fonseca","0","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10171778,"FONZA VALLE S.A.","Fonza Valle S.A.","","PMA","Panama","","SR. ALFREDO FONSECA MORA APARTADO POSTAL  0834-02573 PANAMA, REPUBLICA DE PANAMA *S.I.*",76201,"29-AUG-2014","","","","Active","Mossack Fonseca","43","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10172405,"FUNDACION VALLE DE LILI EN ESPAÑOL; VALLE DE LILI FOUNDATION EN INGLES","FUNDACION VALLE DE LILI EN ESPAÑOL; VALLE DE LILI FOUNDATION EN INGLES","","PMA","Panama","","JOSÉ ANUAR MILLÁN ABADÍA KM 6 1/2 VIA DURAN - TAMBO DURAN; GUAYAS; ECUADOR",703184,"20-JUN-2003","","","","Active","Mossack Fonseca","38","ECU","Ecuador","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10173275,"SIEMBRAS DEL VALLE DE TONOSÍ, S.A.","Siembras del Valle de Tonosí, S.A.","","PMA","Panama","","SR. NUNZIO GIRLANDO URB. TOSCANA DEL ESTE CASA #30 COSTA DEL ESTE PANAMA PANAMA",78995,"05-AUG-2015","","","","Active","Mossack Fonseca","16","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
10177309,"LA VALLE LIMITED","LA VALLE LIMITED","","BAH","Bahamas","","NEW COMPANY FORMATIONS LIMITED 107 ISLAND BAY P.O. BOX F 44115  PINTA AVE FREEPORT BAHAMAS *S.I.*",800731,"03-APR-1992","04-JAN-1996","31-DEC-1995","","Bad debt account","Mossack Fonseca","8848-B","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","VALLE"
